timestamp,predicted_traffic_mb
2025-01-29 11:30:00,6487.938742488765
2025-01-29 12:00:00,6475.996984644748
2025-01-29 12:30:00,6533.388896042066
2025-01-29 13:00:00,6174.095733147326
2025-01-29 13:30:00,5794.207381265806
2025-01-29 14:00:00,5827.359959614676
2025-01-29 14:30:00,5567.595238961399
2025-01-29 15:00:00,5090.937376321665
2025-01-29 15:30:00,4598.751846791363
2025-01-29 16:00:00,4319.294570154855
2025-01-29 16:30:00,4042.8145575767567
2025-01-29 17:00:00,3463.1340286254213
2025-01-29 17:30:00,2824.6479739825672
2025-01-29 18:00:00,2243.2443366863176
2025-01-29 18:30:00,1790.3291335216297
2025-01-29 19:00:00,1503.1061591568705
2025-01-29 19:30:00,1361.1368279383546
2025-01-29 20:00:00,1043.2703838482867
2025-01-29 20:30:00,1064.4680633631017
2025-01-29 21:00:00,948.4902745175551
2025-01-29 21:30:00,722.3932498468943
2025-01-29 22:00:00,909.8254851265676
2025-01-29 22:30:00,838.3846555746102
2025-01-29 23:00:00,606.4922365479551
2025-01-29 23:30:00,669.0629422277108
2025-01-30 00:00:00,523.4571315613667
2025-01-30 00:30:00,489.8338925960364
2025-01-30 01:00:00,225.63628743745932
2025-01-30 01:30:00,45.95656035153905
2025-01-30 02:00:00,72.31971196386753
2025-01-30 02:30:00,3.9123693508518893
2025-01-30 03:00:00,3.0
2025-01-30 03:30:00,3.0
2025-01-30 04:00:00,3.0
2025-01-30 04:30:00,3.0
2025-01-30 05:00:00,3.0
2025-01-30 05:30:00,170.98308694107024
2025-01-30 06:00:00,306.6492083098801
2025-01-30 06:30:00,792.9443923213792
2025-01-30 07:00:00,957.9531679849159
2025-01-30 07:30:00,1608.7611719822805
2025-01-30 08:00:00,2231.7953926663567
2025-01-30 08:30:00,2758.9182234782215
2025-01-30 09:00:00,3298.89532662945
2025-01-30 09:30:00,4110.712973153882
2025-01-30 10:00:00,4751.271126283337
2025-01-30 10:30:00,5429.831139284166
2025-01-30 11:00:00,5602.3074331372445
2025-01-30 11:30:00,5893.173001534068
2025-01-30 12:00:00,6533.81554556344
2025-01-30 12:30:00,6219.618444955707
2025-01-30 13:00:00,6297.440169142683
2025-01-30 13:30:00,6128.720742207809
2025-01-30 14:00:00,5702.420346530263
2025-01-30 14:30:00,5574.549432517073
2025-01-30 15:00:00,5274.591208132094
2025-01-30 15:30:00,4725.54222919163
2025-01-30 16:00:00,4390.222172045772
2025-01-30 16:30:00,3741.51202649751
2025-01-30 17:00:00,3640.15347791754
2025-01-30 17:30:00,2879.49549331042
2025-01-30 18:00:00,2378.2318647570237
2025-01-30 18:30:00,1820.7218727968784
2025-01-30 19:00:00,1583.5840395086557
2025-01-30 19:30:00,1402.0876467035546
2025-01-30 20:00:00,1303.3042703049848
2025-01-30 20:30:00,962.5043820324038
2025-01-30 21:00:00,974.1936676777402
2025-01-30 21:30:00,893.1671479235322
2025-01-30 22:00:00,682.3048187388943
2025-01-30 22:30:00,846.1149979187172
2025-01-30 23:00:00,673.2698211242034
2025-01-30 23:30:00,637.5383881207429
2025-01-31 00:00:00,576.8919758510415
2025-01-31 00:30:00,405.6131812753192
2025-01-31 01:00:00,345.2850965818159
2025-01-31 01:30:00,198.08384581941405
2025-01-31 02:00:00,77.33781137443353
2025-01-31 02:30:00,3.0
2025-01-31 03:00:00,3.0
2025-01-31 03:30:00,53.897117993888784
2025-01-31 04:00:00,3.0
2025-01-31 04:30:00,16.15087698958867
2025-01-31 05:00:00,3.0
2025-01-31 05:30:00,174.08799171952347
2025-01-31 06:00:00,261.76709520435156
2025-01-31 06:30:00,527.5966501725336
2025-01-31 07:00:00,1000.5226586178412
2025-01-31 07:30:00,1678.2875556340575
2025-01-31 08:00:00,2208.240390010177
2025-01-31 08:30:00,2734.9685312331785
2025-01-31 09:00:00,3166.1814950140965
2025-01-31 09:30:00,3974.5970127885403
2025-01-31 10:00:00,4561.475778499397
2025-01-31 10:30:00,5361.327477523103
2025-01-31 11:00:00,5748.273408774039
2025-01-31 11:30:00,5947.800779561859
2025-01-31 12:00:00,6339.571785676111
2025-01-31 12:30:00,6473.319184495512
2025-01-31 13:00:00,6307.6235205519415
2025-01-31 13:30:00,6622.09896174963
2025-01-31 14:00:00,6471.990766067099
2025-01-31 14:30:00,6002.3630230085155
2025-01-31 15:00:00,5483.418036704076
2025-01-31 15:30:00,5025.970828244915
2025-01-31 16:00:00,4698.298696064884
2025-01-31 16:30:00,4088.0283782618276
2025-01-31 17:00:00,3508.408747599532
2025-01-31 17:30:00,2981.6911261310743
2025-01-31 18:00:00,2476.070302441324
2025-01-31 18:30:00,1986.1813410527275
2025-01-31 19:00:00,1644.5431437647171
2025-01-31 19:30:00,1399.1585816165295
2025-01-31 20:00:00,1144.047615973255
2025-01-31 20:30:00,1059.978595970957
2025-01-31 21:00:00,1156.3897740084071
2025-01-31 21:30:00,846.2050585641921
2025-01-31 22:00:00,1039.2363797769162
2025-01-31 22:30:00,753.0000170745357
2025-01-31 23:00:00,880.9837149226198
2025-01-31 23:30:00,547.2073222975664
2025-02-01 00:00:00,636.0017709370234
2025-02-01 00:30:00,118.74236514529514
2025-02-01 01:00:00,3.0
2025-02-01 01:30:00,3.0
2025-02-01 02:00:00,3.0
2025-02-01 02:30:00,3.0
2025-02-01 03:00:00,3.0
2025-02-01 03:30:00,3.0
2025-02-01 04:00:00,3.0
2025-02-01 04:30:00,3.0
2025-02-01 05:00:00,3.0
2025-02-01 05:30:00,3.0
2025-02-01 06:00:00,3.0
2025-02-01 06:30:00,3.0
2025-02-01 07:00:00,3.0
2025-02-01 07:30:00,3.0
2025-02-01 08:00:00,240.55174782465272
2025-02-01 08:30:00,407.5213617427935
2025-02-01 09:00:00,706.32396220976
2025-02-01 09:30:00,832.3263304699142
2025-02-01 10:00:00,810.7947450932479
2025-02-01 10:30:00,1081.242875910727
2025-02-01 11:00:00,1237.5220774125785
2025-02-01 11:30:00,1358.2118692518252
2025-02-01 12:00:00,1285.5253913041136
2025-02-01 12:30:00,1244.6609846606384
2025-02-01 13:00:00,1123.9826866289359
2025-02-01 13:30:00,1089.7252390633162
2025-02-01 14:00:00,1069.8975842527677
2025-02-01 14:30:00,675.4700066827797
2025-02-01 15:00:00,604.8401083395323
2025-02-01 15:30:00,402.55921152935156
2025-02-01 16:00:00,381.84301945796824
2025-02-01 16:30:00,342.67535365566494
2025-02-01 17:00:00,60.249442771447626
2025-02-01 17:30:00,3.0
2025-02-01 18:00:00,3.0
2025-02-01 18:30:00,100.25426947787608
2025-02-01 19:00:00,95.62340820895352
2025-02-01 19:30:00,142.57295223936063
2025-02-01 20:00:00,141.48217774385355
2025-02-01 20:30:00,120.04822055233036
2025-02-01 21:00:00,373.1178557733443
2025-02-01 21:30:00,306.0121805446577
2025-02-01 22:00:00,655.6258820027297
2025-02-01 22:30:00,523.1979043895317
2025-02-01 23:00:00,412.8884658107246
2025-02-01 23:30:00,390.54236732209705
2025-02-02 00:00:00,404.98267212341
2025-02-02 00:30:00,328.25944414356525
2025-02-02 01:00:00,381.78455169016826
2025-02-02 01:30:00,196.40292826349545
2025-02-02 02:00:00,6.64655688039654
2025-02-02 02:30:00,169.14433749727377
2025-02-02 03:00:00,3.0
2025-02-02 03:30:00,3.0
2025-02-02 04:00:00,3.0
2025-02-02 04:30:00,3.0
2025-02-02 05:00:00,3.0
2025-02-02 05:30:00,3.0
2025-02-02 06:00:00,3.0
2025-02-02 06:30:00,3.0
2025-02-02 07:00:00,3.0
2025-02-02 07:30:00,3.0
2025-02-02 08:00:00,306.045081041399
2025-02-02 08:30:00,453.0720145247941
2025-02-02 09:00:00,648.484251520089
2025-02-02 09:30:00,818.4417946566106
2025-02-02 10:00:00,990.7426471135329
2025-02-02 10:30:00,1183.1033877873633
2025-02-02 11:00:00,1199.2421953124308
2025-02-02 11:30:00,1090.7159347491104
2025-02-02 12:00:00,1349.7627966304167
2025-02-02 12:30:00,1342.6156613455923
2025-02-02 13:00:00,1430.0739155724204
2025-02-02 13:30:00,923.2432704668294
2025-02-02 14:00:00,953.9635272521757
2025-02-02 14:30:00,583.9457649862164
2025-02-02 15:00:00,700.9621132428923
2025-02-02 15:30:00,434.8855931414528
2025-02-02 16:00:00,526.5607231900759
2025-02-02 16:30:00,119.84810700867406
2025-02-02 17:00:00,3.0
2025-02-02 17:30:00,3.0
2025-02-02 18:00:00,3.0
2025-02-02 18:30:00,80.7230634718205
2025-02-02 19:00:00,3.0
2025-02-02 19:30:00,103.09619017541864
2025-02-02 20:00:00,3.0
2025-02-02 20:30:00,214.1884473056386
2025-02-02 21:00:00,487.96298720349176
2025-02-02 21:30:00,428.0012783326482
2025-02-02 22:00:00,356.122602377387
2025-02-02 22:30:00,465.735576510822
2025-02-02 23:00:00,475.49762538199013
2025-02-02 23:30:00,500.72429837427734
